INFO: Epochs:275 -- Batch size:480 
Epoc: 1Epoch: 0 
Batch: 1 <--> Loss: 0.22823378443717957 
Batch: 2 <--> Loss: 0.22297225892543793 
Batch: 3 <--> Loss: 0.22305935621261597 
Batch: 4 <--> Loss: 0.19426551461219788 
Batch: 5 <--> Loss: 0.1721094697713852 
Batch: 6 <--> Loss: 0.18056681752204895 
Batch: 7 <--> Loss: 0.1568797081708908 
Batch: 8 <--> Loss: 0.15750807523727417 
Batch: 9 <--> Loss: 0.15579301118850708 
Batch: 10 <--> Loss: 0.14417219161987305 
Batch: 11 <--> Loss: 0.13378234207630157 
Batch: 12 <--> Loss: 0.13149118423461914 
Batch: 13 <--> Loss: 0.11556979268789291 
Batch: 14 <--> Loss: 0.12219516187906265 
Batch: 15 <--> Loss: 0.10780826956033707 
Batch: 16 <--> Loss: 0.10589566826820374 
Batch: 17 <--> Loss: 0.10626909136772156 
Batch: 18 <--> Loss: 0.1028471440076828 
Batch: 19 <--> Loss: 0.105403833091259 
Batch: 20 <--> Loss: 0.09704992175102234 
Batch: 21 <--> Loss: 0.089165598154068 
Batch: 22 <--> Loss: 0.08413229137659073 
Batch: 23 <--> Loss: 0.08884064108133316 
Batch: 24 <--> Loss: 0.08688829839229584 
Batch: 25 <--> Loss: 0.08354873210191727 
Batch: 26 <--> Loss: 0.07877271622419357 
Batch: 27 <--> Loss: 0.07378758490085602 
Batch: 28 <--> Loss: 0.07406948506832123 
Batch: 29 <--> Loss: 0.07214361429214478 
Batch: 30 <--> Loss: 0.07590232044458389 
Batch: 31 <--> Loss: 0.06698712706565857 
Batch: 32 <--> Loss: 0.07045552879571915 
Batch: 33 <--> Loss: 0.07142817974090576 
Batch: 34 <--> Loss: 0.06750774383544922 
Batch: 35 <--> Loss: 0.06152772158384323 
Batch: 36 <--> Loss: 0.06664834171533585 
Batch: 37 <--> Loss: 0.05513165891170502 
Epoc: 2Epoch: 1 
Batch: 1 <--> Loss: 0.060987114906311035 
Batch: 2 <--> Loss: 0.06230485439300537 
Batch: 3 <--> Loss: 0.062275417149066925 
Batch: 4 <--> Loss: 0.06575634330511093 
Batch: 5 <--> Loss: 0.058397915214300156 
Batch: 6 <--> Loss: 0.055432405322790146 
Batch: 7 <--> Loss: 0.057683322578668594 
Batch: 8 <--> Loss: 0.051535844802856445 
Batch: 9 <--> Loss: 0.054366156458854675 
Batch: 10 <--> Loss: 0.05265175551176071 
Batch: 11 <--> Loss: 0.05558915063738823 
Batch: 12 <--> Loss: 0.05339751020073891 
Batch: 13 <--> Loss: 0.05202128738164902 
Batch: 14 <--> Loss: 0.05196012556552887 
Batch: 15 <--> Loss: 0.051876138895750046 
Batch: 16 <--> Loss: 0.056246474385261536 
Batch: 17 <--> Loss: 0.05420898646116257 
Batch: 18 <--> Loss: 0.05024304613471031 
Batch: 19 <--> Loss: 0.04968884214758873 
Batch: 20 <--> Loss: 0.046985842287540436 
Batch: 21 <--> Loss: 0.044235024601221085 
Batch: 22 <--> Loss: 0.04822706803679466 
Batch: 23 <--> Loss: 0.052778612822294235 
Batch: 24 <--> Loss: 0.04791665077209473 
Batch: 25 <--> Loss: 0.04718422889709473 
Batch: 26 <--> Loss: 0.046222250908613205 
Batch: 27 <--> Loss: 0.04466033726930618 
Batch: 28 <--> Loss: 0.047452379018068314 
Batch: 29 <--> Loss: 0.045367732644081116 
Batch: 30 <--> Loss: 0.04651800915598869 
Batch: 31 <--> Loss: 0.04656874015927315 
Batch: 32 <--> Loss: 0.046821821480989456 
Batch: 33 <--> Loss: 0.04513079300522804 
Batch: 34 <--> Loss: 0.045460186898708344 
Batch: 35 <--> Loss: 0.04905860498547554 
Batch: 36 <--> Loss: 0.04219742864370346 
Batch: 37 <--> Loss: 0.04186426103115082 
Epoc: 3Epoch: 2 
Batch: 1 <--> Loss: 0.0388818234205246 
Batch: 2 <--> Loss: 0.0458347462117672 
Batch: 3 <--> Loss: 0.04573358595371246 
Batch: 4 <--> Loss: 0.04308218136429787 
Batch: 5 <--> Loss: 0.042778514325618744 
Batch: 6 <--> Loss: 0.04029710963368416 
Batch: 7 <--> Loss: 0.04115710034966469 
Batch: 8 <--> Loss: 0.045788537710905075 
Batch: 9 <--> Loss: 0.038201749324798584 
Batch: 10 <--> Loss: 0.04357798025012016 
Batch: 11 <--> Loss: 0.04307208210229874 
Batch: 12 <--> Loss: 0.042163729667663574 
Batch: 13 <--> Loss: 0.04186640679836273 
Batch: 14 <--> Loss: 0.03949273005127907 
Batch: 15 <--> Loss: 0.03806546702980995 
Batch: 16 <--> Loss: 0.04336478188633919 
Batch: 17 <--> Loss: 0.03817996755242348 
Batch: 18 <--> Loss: 0.03924199566245079 
Batch: 19 <--> Loss: 0.03824443742632866 
Batch: 20 <--> Loss: 0.03852726146578789 
Batch: 21 <--> Loss: 0.039206042885780334 
Batch: 22 <--> Loss: 0.040154166519641876 
Batch: 23 <--> Loss: 0.042075686156749725 
Batch: 24 <--> Loss: 0.03874175623059273 
Batch: 25 <--> Loss: 0.04004412144422531 
Batch: 26 <--> Loss: 0.04004291072487831 
Batch: 27 <--> Loss: 0.03806028515100479 
Batch: 28 <--> Loss: 0.038303785026073456 
Batch: 29 <--> Loss: 0.0382770411670208 
Batch: 30 <--> Loss: 0.03878656029701233 
Batch: 31 <--> Loss: 0.04058529809117317 
Batch: 32 <--> Loss: 0.03934987261891365 
Batch: 33 <--> Loss: 0.03439590707421303 
Batch: 34 <--> Loss: 0.03549208492040634 
Batch: 35 <--> Loss: 0.03676566854119301 
Batch: 36 <--> Loss: 0.039885204285383224 
Batch: 37 <--> Loss: 0.03712821379303932 
Epoc: 4Epoch: 3 
Batch: 1 <--> Loss: 0.03792177140712738 
Batch: 2 <--> Loss: 0.03697635605931282 
Batch: 3 <--> Loss: 0.036619141697883606 
Batch: 4 <--> Loss: 0.036809880286455154 
Batch: 5 <--> Loss: 0.03671323135495186 
Batch: 6 <--> Loss: 0.034543585032224655 
Batch: 7 <--> Loss: 0.0373091958463192 
Batch: 8 <--> Loss: 0.03445425257086754 
Batch: 9 <--> Loss: 0.036077965050935745 
Batch: 10 <--> Loss: 0.03985904902219772 
Batch: 11 <--> Loss: 0.03550480306148529 
Batch: 12 <--> Loss: 0.037229035049676895 
Batch: 13 <--> Loss: 0.037019744515419006 
Batch: 14 <--> Loss: 0.03519204258918762 
Batch: 15 <--> Loss: 0.034906771034002304 
Batch: 16 <--> Loss: 0.03209688887000084 
Batch: 17 <--> Loss: 0.03700859099626541 
Batch: 18 <--> Loss: 0.03491336107254028 
Batch: 19 <--> Loss: 0.03414342179894447 
Batch: 20 <--> Loss: 0.035759370774030685 
Batch: 21 <--> Loss: 0.03755543753504753 
Batch: 22 <--> Loss: 0.03334181755781174 
Batch: 23 <--> Loss: 0.03403075039386749 
Batch: 24 <--> Loss: 0.03595093637704849 
Batch: 25 <--> Loss: 0.03430195525288582 
Batch: 26 <--> Loss: 0.034644871950149536 
Batch: 27 <--> Loss: 0.034533269703388214 
Batch: 28 <--> Loss: 0.03509454056620598 
Batch: 29 <--> Loss: 0.034344881772994995 
Batch: 30 <--> Loss: 0.03672202676534653 
Batch: 31 <--> Loss: 0.03583870083093643 
Batch: 32 <--> Loss: 0.032607514411211014 
Batch: 33 <--> Loss: 0.03426629304885864 
Batch: 34 <--> Loss: 0.03332885727286339 
Batch: 35 <--> Loss: 0.03273548558354378 
Batch: 36 <--> Loss: 0.034607309848070145 
Batch: 37 <--> Loss: 0.03334225341677666 
Epoc: 5Epoch: 4 
Batch: 1 <--> Loss: 0.03640841320157051 
Batch: 2 <--> Loss: 0.03215073421597481 
Batch: 3 <--> Loss: 0.03241551294922829 
Batch: 4 <--> Loss: 0.03332042694091797 
Batch: 5 <--> Loss: 0.0316106453537941 
Batch: 6 <--> Loss: 0.031679168343544006 
Batch: 7 <--> Loss: 0.032575350254774094 
Batch: 8 <--> Loss: 0.03250733017921448 
Batch: 9 <--> Loss: 0.03168129175901413 
Batch: 10 <--> Loss: 0.03356297314167023 
Batch: 11 <--> Loss: 0.03475399687886238 
Batch: 12 <--> Loss: 0.03508720174431801 
Batch: 13 <--> Loss: 0.03512806072831154 
Batch: 14 <--> Loss: 0.030151212587952614 
Batch: 15 <--> Loss: 0.03214636072516441 
Batch: 16 <--> Loss: 0.03401729092001915 
Batch: 17 <--> Loss: 0.03202461823821068 
Batch: 18 <--> Loss: 0.033114053308963776 
Batch: 19 <--> Loss: 0.032697226852178574 
Batch: 20 <--> Loss: 0.033207252621650696 
Batch: 21 <--> Loss: 0.034346695989370346 
Batch: 22 <--> Loss: 0.031619664281606674 
Batch: 23 <--> Loss: 0.03117562271654606 
