INFO: Epochs:100 -- Batch size:348 
Epoc: 1Batch: 1 <--> Loss: 0.5015523433685303 
Batch: 2 <--> Loss: 0.4501146674156189 
Batch: 3 <--> Loss: 0.4374443292617798 
Batch: 4 <--> Loss: 0.4278218150138855 
Batch: 5 <--> Loss: 0.40301865339279175 
Batch: 6 <--> Loss: 0.3882148265838623 
Batch: 7 <--> Loss: 0.33607468008995056 
Batch: 8 <--> Loss: 0.31848424673080444 
Batch: 9 <--> Loss: 0.33285048604011536 
Batch: 10 <--> Loss: 0.27975520491600037 
Batch: 11 <--> Loss: 0.2666129171848297 
Batch: 12 <--> Loss: 0.26921024918556213 
Batch: 13 <--> Loss: 0.23708316683769226 
Batch: 14 <--> Loss: 0.24137654900550842 
Batch: 15 <--> Loss: 0.2058703899383545 
Batch: 16 <--> Loss: 0.2133331149816513 
Batch: 17 <--> Loss: 0.20191209018230438 
Batch: 18 <--> Loss: 0.19661284983158112 
Batch: 19 <--> Loss: 0.19887886941432953 
Batch: 20 <--> Loss: 0.17137442529201508 
Batch: 21 <--> Loss: 0.15269993245601654 
Batch: 22 <--> Loss: 0.1625639796257019 
Batch: 23 <--> Loss: 0.158145010471344 
Batch: 24 <--> Loss: 0.15059702098369598 
Batch: 25 <--> Loss: 0.13070560991764069 
Batch: 26 <--> Loss: 0.12805500626564026 
Batch: 27 <--> Loss: 0.1289796680212021 
Batch: 28 <--> Loss: 0.11799173802137375 
Batch: 29 <--> Loss: 0.12463948130607605 
Batch: 30 <--> Loss: 0.11858990043401718 
Batch: 31 <--> Loss: 0.11286792159080505 
Batch: 32 <--> Loss: 0.11422625184059143 
Batch: 33 <--> Loss: 0.11502701789140701 
Batch: 34 <--> Loss: 0.10311955958604813 
Batch: 35 <--> Loss: 0.10779166221618652 
Batch: 36 <--> Loss: 0.10369893908500671 
Batch: 37 <--> Loss: 0.10238827764987946 
Batch: 38 <--> Loss: 0.0989290177822113 
Batch: 39 <--> Loss: 0.09542486816644669 
Batch: 40 <--> Loss: 0.09384916722774506 
Batch: 41 <--> Loss: 0.09737158566713333 
Batch: 42 <--> Loss: 0.09966495633125305 
Batch: 43 <--> Loss: 0.08871358633041382 
Batch: 44 <--> Loss: 0.08668859302997589 
Batch: 45 <--> Loss: 0.08985654264688492 
Batch: 46 <--> Loss: 0.08267407864332199 
Batch: 47 <--> Loss: 0.0864340290427208 
Batch: 48 <--> Loss: 0.079839788377285 
Batch: 49 <--> Loss: 0.0789233148097992 
Batch: 50 <--> Loss: 0.08495599776506424 
Batch: 51 <--> Loss: 0.06968849897384644 
Batch: 52 <--> Loss: 0.07726748287677765 
Batch: 53 <--> Loss: 0.08133241534233093 
Batch: 54 <--> Loss: 0.07195891439914703 
Batch: 55 <--> Loss: 0.07609237730503082 
Batch: 56 <--> Loss: 0.0666976273059845 
Batch: 57 <--> Loss: 0.0676468089222908 
Batch: 58 <--> Loss: 0.06535537540912628 
Batch: 59 <--> Loss: 0.0694211944937706 
Batch: 60 <--> Loss: 0.06610952317714691 
Batch: 61 <--> Loss: 0.06889894604682922 
Batch: 62 <--> Loss: 0.0677836462855339 
Batch: 63 <--> Loss: 0.06586762517690659 
Batch: 64 <--> Loss: 0.06809961795806885 
Batch: 65 <--> Loss: 0.06098807603120804 
Batch: 66 <--> Loss: 0.061911288648843765 
Batch: 67 <--> Loss: 0.06225233152508736 
Batch: 68 <--> Loss: 0.06214262545108795 
Batch: 69 <--> Loss: 0.0605645626783371 
Batch: 70 <--> Loss: 0.05778535082936287 
Batch: 71 <--> Loss: 0.06272223591804504 
Batch: 72 <--> Loss: 0.06001986190676689 
Batch: 73 <--> Loss: 0.06287696957588196 
Batch: 74 <--> Loss: 0.05644143000245094 
Batch: 75 <--> Loss: 0.062013573944568634 
Batch: 76 <--> Loss: 0.05651214346289635 
Batch: 77 <--> Loss: 0.05670931935310364 
Batch: 78 <--> Loss: 0.05997054651379585 
Batch: 79 <--> Loss: 0.05272752046585083 
Batch: 80 <--> Loss: 0.05802704766392708 
Batch: 81 <--> Loss: 0.06048161908984184 
Batch: 82 <--> Loss: 0.056959714740514755 
Batch: 83 <--> Loss: 0.05982949957251549 
Batch: 84 <--> Loss: 0.05281751602888107 
Batch: 85 <--> Loss: 0.05578075721859932 
Batch: 86 <--> Loss: 0.054952144622802734 
Batch: 87 <--> Loss: 0.05531327798962593 
Batch: 88 <--> Loss: 0.05487973988056183 
Batch: 89 <--> Loss: 0.0447709895670414 
Batch: 90 <--> Loss: 0.051932673901319504 
Batch: 91 <--> Loss: 0.053551752120256424 
Batch: 92 <--> Loss: 0.055593520402908325 
Batch: 93 <--> Loss: 0.0482650026679039 
Batch: 94 <--> Loss: 0.050941526889801025 
Batch: 95 <--> Loss: 0.0507962740957737 
Batch: 96 <--> Loss: 0.05928250402212143 
Batch: 97 <--> Loss: 0.053236234933137894 
Batch: 98 <--> Loss: 0.05019920691847801 
Batch: 99 <--> Loss: 0.0526101179420948 
Batch: 100 <--> Loss: 0.0490640364587307 
Epoc: 2Batch: 1 <--> Loss: 0.049002282321453094 
Batch: 2 <--> Loss: 0.04894586279988289 
Batch: 3 <--> Loss: 0.04654620215296745 
Batch: 4 <--> Loss: 0.05136767402291298 
Batch: 5 <--> Loss: 0.04648565128445625 
Batch: 6 <--> Loss: 0.04947149381041527 
Batch: 7 <--> Loss: 0.048557866364717484 
Batch: 8 <--> Loss: 0.050067078322172165 
Batch: 9 <--> Loss: 0.04668965935707092 
Batch: 10 <--> Loss: 0.0474349707365036 
Batch: 11 <--> Loss: 0.044092997908592224 
Batch: 12 <--> Loss: 0.04904896020889282 
Batch: 13 <--> Loss: 0.045351989567279816 
Batch: 14 <--> Loss: 0.04507178068161011 
Batch: 15 <--> Loss: 0.043821338564157486 
Batch: 16 <--> Loss: 0.04532736912369728 
Batch: 17 <--> Loss: 0.04256809502840042 
Batch: 18 <--> Loss: 0.04537556320428848 
Batch: 19 <--> Loss: 0.04346855729818344 
Batch: 20 <--> Loss: 0.04616283252835274 
Batch: 21 <--> Loss: 0.043101876974105835 
Batch: 22 <--> Loss: 0.04292735829949379 
Batch: 23 <--> Loss: 0.04160528630018234 
Batch: 24 <--> Loss: 0.04422837123274803 
Batch: 25 <--> Loss: 0.04678346961736679 
Batch: 26 <--> Loss: 0.042508527636528015 
Batch: 27 <--> Loss: 0.043140653520822525 
Batch: 28 <--> Loss: 0.04640040174126625 
Batch: 29 <--> Loss: 0.042990364134311676 
Batch: 30 <--> Loss: 0.04137549549341202 
Batch: 31 <--> Loss: 0.04300665482878685 
Batch: 32 <--> Loss: 0.04171856865286827 
Batch: 33 <--> Loss: 0.041757646948099136 
Batch: 34 <--> Loss: 0.04131408780813217 
Batch: 35 <--> Loss: 0.0428529717028141 
Batch: 36 <--> Loss: 0.041101764887571335 
Batch: 37 <--> Loss: 0.04327980428934097 
Batch: 38 <--> Loss: 0.03805849328637123 
Batch: 39 <--> Loss: 0.045015353709459305 
Batch: 40 <--> Loss: 0.041334085166454315 
Batch: 41 <--> Loss: 0.04091446101665497 
Batch: 42 <--> Loss: 0.04272919520735741 
Batch: 43 <--> Loss: 0.04206999018788338 
Batch: 44 <--> Loss: 0.04048294574022293 
Batch: 45 <--> Loss: 0.04180169478058815 
Batch: 46 <--> Loss: 0.04054354503750801 
Batch: 47 <--> Loss: 0.03902699425816536 
Batch: 48 <--> Loss: 0.040128596127033234 
Batch: 49 <--> Loss: 0.04025810584425926 
Batch: 50 <--> Loss: 0.040453482419252396 
Batch: 51 <--> Loss: 0.04068455845117569 
Batch: 52 <--> Loss: 0.041060227900743484 
Batch: 53 <--> Loss: 0.04160107299685478 
Batch: 54 <--> Loss: 0.042610153555870056 
Batch: 55 <--> Loss: 0.03895503655076027 
Batch: 56 <--> Loss: 0.037566255778074265 
Batch: 57 <--> Loss: 0.03556746244430542 
Batch: 58 <--> Loss: 0.0366031639277935 
Batch: 59 <--> Loss: 0.03749770298600197 
Batch: 60 <--> Loss: 0.03925459086894989 
Batch: 61 <--> Loss: 0.03590105101466179 
Batch: 62 <--> Loss: 0.04008590057492256 
Batch: 63 <--> Loss: 0.036381762474775314 
Batch: 64 <--> Loss: 0.0386623777449131 
Batch: 65 <--> Loss: 0.03638486936688423 
Batch: 66 <--> Loss: 0.03794271871447563 
Batch: 67 <--> Loss: 0.03947984799742699 
Batch: 68 <--> Loss: 0.03531039133667946 
Batch: 69 <--> Loss: 0.03719484433531761 
Batch: 70 <--> Loss: 0.04052090272307396 
Batch: 71 <--> Loss: 0.03769451752305031 
Batch: 72 <--> Loss: 0.03991959989070892 
Batch: 73 <--> Loss: 0.03797204792499542 
Batch: 74 <--> Loss: 0.033889297395944595 
Batch: 75 <--> Loss: 0.03535212576389313 
Batch: 76 <--> Loss: 0.035378534346818924 
Batch: 77 <--> Loss: 0.03361894190311432 
Batch: 78 <--> Loss: 0.03487807884812355 
Batch: 79 <--> Loss: 0.036176055669784546 
Batch: 80 <--> Loss: 0.041063785552978516 
Batch: 81 <--> Loss: 0.03653145581483841 
Batch: 82 <--> Loss: 0.035394977778196335 
Batch: 83 <--> Loss: 0.034515347331762314 
Batch: 84 <--> Loss: 0.03563316911458969 
Batch: 85 <--> Loss: 0.038133375346660614 
Batch: 86 <--> Loss: 0.03863838315010071 
Batch: 87 <--> Loss: 0.0357242152094841 
Batch: 88 <--> Loss: 0.032982777804136276 
Batch: 89 <--> Loss: 0.033828046172857285 
Batch: 90 <--> Loss: 0.0367303229868412 
Batch: 91 <--> Loss: 0.038187574595212936 
Batch: 92 <--> Loss: 0.03478917479515076 
Batch: 93 <--> Loss: 0.03390824422240257 
Batch: 94 <--> Loss: 0.036173973232507706 
Batch: 95 <--> Loss: 0.0370962992310524 
Batch: 96 <--> Loss: 0.03976418077945709 
Batch: 97 <--> Loss: 0.035191625356674194 
Batch: 98 <--> Loss: 0.03600563108921051 
Batch: 99 <--> Loss: 0.03413490578532219 
