INFO: Epochs:100 -- Batch size:480 
Epoc: 1Batch: 1 <--> Loss: 0.20348216593265533 
Batch: 2 <--> Loss: 0.2069903165102005 
Batch: 3 <--> Loss: 0.20649798214435577 
Batch: 4 <--> Loss: 0.18540678918361664 
Batch: 5 <--> Loss: 0.17017781734466553 
Batch: 6 <--> Loss: 0.1630229651927948 
Batch: 7 <--> Loss: 0.15827469527721405 
Batch: 8 <--> Loss: 0.14693744480609894 
Batch: 9 <--> Loss: 0.13765668869018555 
Batch: 10 <--> Loss: 0.14104138314723969 
Batch: 11 <--> Loss: 0.13892263174057007 
Batch: 12 <--> Loss: 0.12258356064558029 
Batch: 13 <--> Loss: 0.12414712458848953 
Batch: 14 <--> Loss: 0.11905311793088913 
Batch: 15 <--> Loss: 0.11150728166103363 
Batch: 16 <--> Loss: 0.10841072350740433 
Batch: 17 <--> Loss: 0.10572442412376404 
Batch: 18 <--> Loss: 0.0982544794678688 
Batch: 19 <--> Loss: 0.10215391963720322 
Batch: 20 <--> Loss: 0.08834496140480042 
Batch: 21 <--> Loss: 0.08420854806900024 
Batch: 22 <--> Loss: 0.08483577519655228 
Batch: 23 <--> Loss: 0.08481750637292862 
Batch: 24 <--> Loss: 0.08465305715799332 
Batch: 25 <--> Loss: 0.07559762895107269 
Batch: 26 <--> Loss: 0.08390828967094421 
Batch: 27 <--> Loss: 0.07193708419799805 
Batch: 28 <--> Loss: 0.07323145866394043 
Batch: 29 <--> Loss: 0.07110507786273956 
Batch: 30 <--> Loss: 0.06864479184150696 
Batch: 31 <--> Loss: 0.06298234313726425 
Batch: 32 <--> Loss: 0.06603768467903137 
Batch: 33 <--> Loss: 0.07067600637674332 
Batch: 34 <--> Loss: 0.06138505041599274 
Batch: 35 <--> Loss: 0.06925903260707855 
Batch: 36 <--> Loss: 0.06436726450920105 
Batch: 37 <--> Loss: 0.0592733658850193 
Batch: 38 <--> Loss: 0.0622512586414814 
Batch: 39 <--> Loss: 0.05512062460184097 
Batch: 40 <--> Loss: 0.056999024003744125 
Batch: 41 <--> Loss: 0.06206907331943512 
Batch: 42 <--> Loss: 0.05752132087945938 
Batch: 43 <--> Loss: 0.05735183134675026 
Batch: 44 <--> Loss: 0.057105209678411484 
Batch: 45 <--> Loss: 0.05715404823422432 
Batch: 46 <--> Loss: 0.0521957091987133 
Batch: 47 <--> Loss: 0.0554034449160099 
Batch: 48 <--> Loss: 0.04703532159328461 
Batch: 49 <--> Loss: 0.05108838528394699 
Batch: 50 <--> Loss: 0.052075378596782684 
Batch: 51 <--> Loss: 0.04992172122001648 
Batch: 52 <--> Loss: 0.0510636605322361 
Batch: 53 <--> Loss: 0.05031953006982803 
Batch: 54 <--> Loss: 0.04997380077838898 
